VHI_M,fid,month,season,year
0.540000021,118,2,Dry,2022
0.50999999,181,2,Dry,2022
0.550000012,233,2,Dry,2022
0.545000017,234,2,Dry,2022
0.49000001,235,2,Dry,2022
0.569999993,35,2,Dry,2022
0.524999976,36,2,Dry,2022
0.535000026,37,2,Dry,2022
0.50999999,38,2,Dry,2022
0.564999998,241,2,Dry,2022
0.495000005,245,2,Dry,2022
0.469999999,246,2,Dry,2022
0.469999999,247,2,Dry,2022
0.524999976,248,2,Dry,2022
0.504999995,249,2,Dry,2022
0.535000026,1,2,Dry,2022
0.540000021,243,2,Dry,2022
0.524999976,244,2,Dry,2022
0.529999971,263,2,Dry,2022
0.495000005,264,2,Dry,2022
0.550000012,265,2,Dry,2022
0.535000026,301,2,Dry,2022
0.5,302,2,Dry,2022
0.560000002,303,2,Dry,2022
0.409999996,166,2,Dry,2022
0.375,167,2,Dry,2022
0.485000014,194,2,Dry,2022
0.524999976,289,2,Dry,2022
0.444999993,474,2,Dry,2022
0.425000012,475,2,Dry,2022
0.395000011,476,2,Dry,2022
0.414999992,477,2,Dry,2022
0.414999992,483,2,Dry,2022
0.479999989,484,2,Dry,2022
0.485000014,485,2,Dry,2022
0.5,486,2,Dry,2022
0.504999995,487,2,Dry,2022
0.465000004,488,2,Dry,2022
0.535000026,489,2,Dry,2022
0.5,490,2,Dry,2022
0.5,227,2,Dry,2022
0.514999986,228,2,Dry,2022
0.600000024,229,2,Dry,2022
0.610000014,230,2,Dry,2022
0.405000001,231,2,Dry,2022
0.469999999,232,2,Dry,2022
0.469999999,384,2,Dry,2022
0.419999987,385,2,Dry,2022
0.38499999,516,2,Dry,2022
0.36500001,517,2,Dry,2022
0.474999994,518,2,Dry,2022
0.439999998,519,2,Dry,2022
0.555000007,520,2,Dry,2022
0.419999987,521,2,Dry,2022
0.474999994,522,2,Dry,2022
0.584999979,15,2,Dry,2022
0.595000029,293,2,Dry,2022
0.555000007,294,2,Dry,2022
0.439999998,295,2,Dry,2022
0.610000014,296,2,Dry,2022
0.379999995,297,2,Dry,2022
0.444999993,298,2,Dry,2022
0.405000001,299,2,Dry,2022
0.425000012,300,2,Dry,2022
0.419999987,373,2,Dry,2022
0.409999996,374,2,Dry,2022
0.419999987,375,2,Dry,2022
0.425000012,376,2,Dry,2022
0.564999998,406,2,Dry,2022
0.555000007,407,2,Dry,2022
0.644999981,408,2,Dry,2022
0.519999981,409,2,Dry,2022
0.529999971,410,2,Dry,2022
0.75,54,2,Dry,2022
0.584999979,207,2,Dry,2022
0.529999971,208,2,Dry,2022
0.625,209,2,Dry,2022
0.605000019,210,2,Dry,2022
0.670000017,491,2,Dry,2022
0.670000017,492,2,Dry,2022
0.704999983,493,2,Dry,2022
0.714999974,494,2,Dry,2022
0.569999993,501,2,Dry,2022
0.595000029,502,2,Dry,2022
0.689999998,503,2,Dry,2022
0.574999988,504,2,Dry,2022
0.574999988,505,2,Dry,2022
0.579999983,506,2,Dry,2022
0.709999979,507,2,Dry,2022
0.720000029,508,2,Dry,2022
0.680000007,509,2,Dry,2022
0.754999995,510,2,Dry,2022
0.569999993,74,2,Dry,2022
0.564999998,75,2,Dry,2022
0.579999983,254,2,Dry,2022
0.605000019,255,2,Dry,2022
0.555000007,402,2,Dry,2022
0.75,367,2,Dry,2022
0.694999993,368,2,Dry,2022
0.665000021,369,2,Dry,2022
0.584999979,386,2,Dry,2022
0.654999971,387,2,Dry,2022
0.704999983,553,2,Dry,2022
0.5,24,3,Dry,2022
0.435000002,25,3,Dry,2022
0.485000014,26,3,Dry,2022
0.514999986,27,3,Dry,2022
0.654999971,92,3,Dry,2022
0.460000008,93,3,Dry,2022
,94,3,Dry,2022
0.49000001,95,3,Dry,2022
0.714999974,96,3,Dry,2022
0.735000014,183,3,Dry,2022
0.654999971,184,3,Dry,2022
0.535000026,185,3,Dry,2022
0.725000024,186,3,Dry,2022
0.735000014,187,3,Dry,2022
0.605000019,188,3,Dry,2022
0.810000002,417,3,Dry,2022
0.665000021,418,3,Dry,2022
0.670000017,419,3,Dry,2022
0.675000012,420,3,Dry,2022
0.444999993,460,3,Dry,2022
0.474999994,461,3,Dry,2022
0.465000004,540,3,Dry,2022
0.519999981,541,3,Dry,2022
0.535000026,542,3,Dry,2022
0.589999974,192,3,Dry,2022
0.675000012,193,3,Dry,2022
0.584999979,267,3,Dry,2022
0.569999993,268,3,Dry,2022
0.49000001,551,3,Dry,2022
0.600000024,552,3,Dry,2022
0.620000005,421,3,Dry,2022
0.479999989,422,3,Dry,2022
0.435000002,423,3,Dry,2022
0.439999998,424,3,Dry,2022
0.474999994,425,3,Dry,2022
0.474999994,426,3,Dry,2022
0.439999998,427,3,Dry,2022
0.584999979,511,3,Dry,2022
0.569999993,512,3,Dry,2022
0.639999986,513,3,Dry,2022
0.310000002,514,3,Dry,2022
0.605000019,515,3,Dry,2022
0.535000026,3,3,Dry,2022
0.620000005,14,3,Dry,2022
0.545000017,40,3,Dry,2022
0.555000007,113,3,Dry,2022
0.555000007,114,3,Dry,2022
0.504999995,433,3,Dry,2022
0.63499999,434,3,Dry,2022
0.555000007,435,3,Dry,2022
0.545000017,462,3,Dry,2022
0.584999979,463,3,Dry,2022
0.545000017,464,3,Dry,2022
0.435000002,29,3,Dry,2022
0.485000014,30,3,Dry,2022
0.425000012,31,3,Dry,2022
0.455000013,39,3,Dry,2022
0.444999993,250,3,Dry,2022
0.439999998,251,3,Dry,2022
0.465000004,252,3,Dry,2022
0.449999988,253,3,Dry,2022
0.485000014,356,3,Dry,2022
0.469999999,357,3,Dry,2022
0.49000001,358,3,Dry,2022
0.469999999,359,3,Dry,2022
0.524999976,330,3,Dry,2022
0.455000013,331,3,Dry,2022
0.504999995,332,3,Dry,2022
0.519999981,333,3,Dry,2022
0.50999999,334,3,Dry,2022
0.495000005,335,3,Dry,2022
0.455000013,345,3,Dry,2022
0.49000001,346,3,Dry,2022
0.479999989,347,3,Dry,2022
0.485000014,348,3,Dry,2022
0.465000004,349,3,Dry,2022
0.479999989,350,3,Dry,2022
0.519999981,9,3,Dry,2022
0.465000004,195,3,Dry,2022
0.529999971,196,3,Dry,2022
0.514999986,197,3,Dry,2022
0.479999989,198,3,Dry,2022
0.514999986,199,3,Dry,2022
0.514999986,200,3,Dry,2022
0.460000008,201,3,Dry,2022
0.50999999,202,3,Dry,2022
0.535000026,311,3,Dry,2022
0.540000021,312,3,Dry,2022
0.514999986,313,3,Dry,2022
0.529999971,314,3,Dry,2022
0.605000019,315,3,Dry,2022
0.605000019,496,3,Dry,2022
0.560000002,497,3,Dry,2022
0.569999993,130,3,Dry,2022
0.63499999,161,3,Dry,2022
0.595000029,162,3,Dry,2022
0.699999988,163,3,Dry,2022
0.610000014,164,3,Dry,2022
0.680000007,165,3,Dry,2022
0.460000008,336,3,Dry,2022
0.495000005,337,3,Dry,2022
0.564999998,338,3,Dry,2022
0.5,339,3,Dry,2022
0.49000001,340,3,Dry,2022
0.5,370,3,Dry,2022
0.579999983,371,3,Dry,2022
0.485000014,372,3,Dry,2022
0.550000012,498,3,Dry,2022
0.625,499,3,Dry,2022
0.519999981,500,3,Dry,2022
0.579999983,147,3,Dry,2022
0.569999993,148,3,Dry,2022
0.524999976,149,3,Dry,2022
0.479999989,150,3,Dry,2022
0.564999998,151,3,Dry,2022
0.639999986,152,3,Dry,2022
0.479999989,153,3,Dry,2022
0.469999999,170,3,Dry,2022
0.629999995,381,3,Dry,2022
0.644999981,382,3,Dry,2022
0.636868953,383,3,Dry,2022
0.764999986,495,3,Dry,2022
0.61500001,526,3,Dry,2022
0.605000019,527,3,Dry,2022
0.620000005,528,3,Dry,2022
0.605000019,529,3,Dry,2022
0.675000012,530,3,Dry,2022
0.504999995,89,3,Dry,2022
0.50999999,90,3,Dry,2022
0.460000008,396,3,Dry,2022
0.479999989,397,3,Dry,2022
0.465000004,398,3,Dry,2022
0.465000004,399,3,Dry,2022
0.654999971,55,3,Dry,2022
0.584999979,220,3,Dry,2022
0.555000007,221,3,Dry,2022
0.569999993,222,3,Dry,2022
0.649999976,259,3,Dry,2022
0.660000026,260,3,Dry,2022
0.625,261,3,Dry,2022
0.569999993,262,3,Dry,2022
0.704999983,11,3,Dry,2022
0.584999979,178,3,Dry,2022
0.584999979,179,3,Dry,2022
0.584999979,180,3,Dry,2022
0.654999971,203,3,Dry,2022
0.675000012,211,3,Dry,2022
0.629999995,212,3,Dry,2022
0.63499999,213,3,Dry,2022
0.685000002,214,3,Dry,2022
0.730000019,189,3,Dry,2022
0.75,190,3,Dry,2022
0.714999974,191,3,Dry,2022
0.824999988,242,3,Dry,2022
0.704999983,257,3,Dry,2022
0.680000007,258,3,Dry,2022
0.665000021,304,3,Dry,2022
0.689999998,305,3,Dry,2022
0.665000021,306,3,Dry,2022
0.61500001,102,3,Dry,2022
0.595000029,103,3,Dry,2022
0.605000019,104,3,Dry,2022
0.550000012,105,3,Dry,2022
0.589999974,266,3,Dry,2022
0.584999979,450,3,Dry,2022
0.600000024,451,3,Dry,2022
0.465000004,276,3,Dry,2022
0.545000017,277,3,Dry,2022
0.579999983,278,3,Dry,2022
0.535000026,279,3,Dry,2022
0.569999993,280,3,Dry,2022
0.600000024,360,3,Dry,2022
0.605000019,361,3,Dry,2022
0.545000017,362,3,Dry,2022
0.564999998,363,3,Dry,2022
0.455000013,364,3,Dry,2022
0.479999989,365,3,Dry,2022
0.589999974,366,3,Dry,2022
0.670000017,204,3,Dry,2022
0.605000019,236,3,Dry,2022
0.555000007,237,3,Dry,2022
0.529999971,238,3,Dry,2022
0.589999974,239,3,Dry,2022
0.584999979,240,3,Dry,2022
0.50999999,327,3,Dry,2022
0.50999999,328,3,Dry,2022
0.50999999,329,3,Dry,2022
0.519999981,351,3,Dry,2022
0.550000012,352,3,Dry,2022
0.50999999,353,3,Dry,2022
0.555000007,354,3,Dry,2022
0.545000017,355,3,Dry,2022
0.550000012,17,3,Dry,2022
0.665000021,290,3,Dry,2022
0.595000029,291,3,Dry,2022
0.61500001,292,3,Dry,2022
0.639999986,411,3,Dry,2022
0.600000024,412,3,Dry,2022
0.550000012,413,3,Dry,2022
0.595000029,414,3,Dry,2022
0.61500001,415,3,Dry,2022
0.629999995,416,3,Dry,2022
0.529999971,535,3,Dry,2022
0.595000029,536,3,Dry,2022
0.529999971,537,3,Dry,2022
0.535000026,538,3,Dry,2022
0.569999993,539,3,Dry,2022
0.644999981,5,3,Dry,2022
0.540000021,41,3,Dry,2022
0.600000024,42,3,Dry,2022
0.595000029,43,3,Dry,2022
0.595000029,44,3,Dry,2022
0.605000019,168,3,Dry,2022
0.600000024,169,3,Dry,2022
0.574999988,13,3,Dry,2022
0.589999974,97,3,Dry,2022
0.644999981,98,3,Dry,2022
0.63499999,99,3,Dry,2022
0.620000005,100,3,Dry,2022
0.600000024,101,3,Dry,2022
0.584999979,18,3,Dry,2022
0.605000019,52,3,Dry,2022
0.605000019,53,3,Dry,2022
0.61500001,436,3,Dry,2022
0.574999988,437,3,Dry,2022
0.63499999,438,3,Dry,2022
0.680000007,6,3,Dry,2022
0.629999995,131,3,Dry,2022
0.584999979,132,3,Dry,2022
0.704999983,133,3,Dry,2022
0.689999998,134,3,Dry,2022
0.725000024,135,3,Dry,2022
0.74000001,136,3,Dry,2022
0.564999998,269,3,Dry,2022
0.474999994,270,3,Dry,2022
0.519999981,271,3,Dry,2022
0.595000029,272,3,Dry,2022
0.564999998,273,3,Dry,2022
0.545000017,274,3,Dry,2022
0.595000029,465,3,Dry,2022
0.660000026,466,3,Dry,2022
0.620000005,10,3,Dry,2022
0.595000029,159,3,Dry,2022
0.644999981,160,3,Dry,2022
0.620000005,341,3,Dry,2022
0.699999988,342,3,Dry,2022
0.605000019,343,3,Dry,2022
0.629999995,344,3,Dry,2022
0.685000002,377,3,Dry,2022
0.629999995,378,3,Dry,2022
0.629999995,379,3,Dry,2022
0.649999976,380,3,Dry,2022
0.555000007,16,3,Dry,2022
0.574999988,65,3,Dry,2022
0.629999995,66,3,Dry,2022
0.644999981,67,3,Dry,2022
0.61500001,68,3,Dry,2022
0.524999976,403,3,Dry,2022
0.545000017,404,3,Dry,2022
0.555000007,405,3,Dry,2022
0.584999979,467,3,Dry,2022
0.569999993,468,3,Dry,2022
0.504999995,469,3,Dry,2022
0.574999988,470,3,Dry,2022
0.535000026,471,3,Dry,2022
0.5,472,3,Dry,2022
0.545000017,106,3,Dry,2022
0.524999976,107,3,Dry,2022
0.540000021,108,3,Dry,2022
0.574999988,109,3,Dry,2022
0.524999976,110,3,Dry,2022
0.584999979,111,3,Dry,2022
0.555000007,112,3,Dry,2022
0.49000001,215,3,Dry,2022
0.519999981,316,3,Dry,2022
0.485000014,317,3,Dry,2022
0.425000012,318,3,Dry,2022
0.38499999,319,3,Dry,2022
0.419999987,320,3,Dry,2022
0.455000013,321,3,Dry,2022
0.485000014,445,3,Dry,2022
0.485000014,446,3,Dry,2022
0.5,447,3,Dry,2022
0.524999976,448,3,Dry,2022
0.49000001,449,3,Dry,2022
0.720000029,7,3,Dry,2022
0.694999993,45,3,Dry,2022
0.639999986,46,3,Dry,2022
0.725000024,47,3,Dry,2022
0.675000012,48,3,Dry,2022
0.680000007,156,3,Dry,2022
0.694999993,157,3,Dry,2022
0.730000019,158,3,Dry,2022
0.709999979,439,3,Dry,2022
0.74000001,440,3,Dry,2022
0.605000019,441,3,Dry,2022
0.649999976,442,3,Dry,2022
0.639999986,443,3,Dry,2022
0.704999983,444,3,Dry,2022
0.574999988,546,3,Dry,2022
0.61500001,547,3,Dry,2022
0.654999971,548,3,Dry,2022
0.654999971,549,3,Dry,2022
0.595000029,550,3,Dry,2022
0.5,84,3,Dry,2022
0.49000001,85,3,Dry,2022
0.465000004,86,3,Dry,2022
0.5,87,3,Dry,2022
0.50999999,88,3,Dry,2022
0.584999979,223,3,Dry,2022
0.654999971,224,3,Dry,2022
0.529999971,225,3,Dry,2022
0.675000012,226,3,Dry,2022
0.465000004,256,3,Dry,2022
0.465000004,285,3,Dry,2022
0.485000014,286,3,Dry,2022
0.5,287,3,Dry,2022
0.529999971,288,3,Dry,2022
0.465000004,453,3,Dry,2022
0.504999995,454,3,Dry,2022
0.535000026,455,3,Dry,2022
0.649999976,4,3,Dry,2022
0.709999979,28,3,Dry,2022
0.665000021,391,3,Dry,2022
0.680000007,392,3,Dry,2022
0.75999999,393,3,Dry,2022
0.699999988,394,3,Dry,2022
0.694999993,395,3,Dry,2022
0.605000019,400,3,Dry,2022
0.639999986,401,3,Dry,2022
0.665000021,543,3,Dry,2022
0.689999998,544,3,Dry,2022
0.670000017,545,3,Dry,2022
0.745000005,8,3,Dry,2022
0.824999988,12,3,Dry,2022
0.639999986,19,3,Dry,2022
0.61500001,20,3,Dry,2022
0.620000005,21,3,Dry,2022
0.63499999,22,3,Dry,2022
0.625,23,3,Dry,2022
0.644999981,388,3,Dry,2022
0.665000021,389,3,Dry,2022
0.704999983,390,3,Dry,2022
0.654999971,531,3,Dry,2022
0.75999999,532,3,Dry,2022
0.709999979,533,3,Dry,2022
0.709999979,534,3,Dry,2022
0.389999986,91,3,Dry,2022
0.605000019,281,3,Dry,2022
0.49000001,282,3,Dry,2022
0.63499999,283,3,Dry,2022
0.689999998,284,3,Dry,2022
0.620000005,322,3,Dry,2022
0.845000029,323,3,Dry,2022
0.682256607,324,3,Dry,2022
0.660000026,325,3,Dry,2022
0.824999988,326,3,Dry,2022
0.524999976,432,3,Dry,2022
0.639999986,76,3,Dry,2022
0.819999993,77,3,Dry,2022
0.720000029,78,3,Dry,2022
0.670000017,79,3,Dry,2022
0.699999988,80,3,Dry,2022
0.665000021,81,3,Dry,2022
0.709999979,82,3,Dry,2022
0.680000007,83,3,Dry,2022
0.535000026,171,3,Dry,2022
0.574999988,172,3,Dry,2022
0.63499999,173,3,Dry,2022
0.61500001,174,3,Dry,2022
0.395000011,175,3,Dry,2022
0.465000004,176,3,Dry,2022
0.589999974,177,3,Dry,2022
0.574999988,456,3,Dry,2022
0.714999974,457,3,Dry,2022
0.675000012,458,3,Dry,2022
0.774999976,459,3,Dry,2022
0.75999999,523,3,Dry,2022
0.605000019,524,3,Dry,2022
0.620000005,525,3,Dry,2022
0.569999993,428,3,Dry,2022
0.529999971,429,3,Dry,2022
0.582584909,430,3,Dry,2022
0.50999999,431,3,Dry,2022
0.680000007,452,3,Dry,2022
0.720000029,56,3,Dry,2022
0.75999999,57,3,Dry,2022
0.660000026,58,3,Dry,2022
0.725000024,59,3,Dry,2022
0.654999971,60,3,Dry,2022
0.800000012,61,3,Dry,2022
0.805000007,62,3,Dry,2022
0.694999993,63,3,Dry,2022
0.725000024,64,3,Dry,2022
0.660000026,69,3,Dry,2022
0.654999971,119,3,Dry,2022
0.709999979,120,3,Dry,2022
0.699999988,121,3,Dry,2022
0.74000001,122,3,Dry,2022
0.555000007,140,3,Dry,2022
0.870000005,141,3,Dry,2022
0.879999995,142,3,Dry,2022
0.904999971,143,3,Dry,2022
0.920000017,144,3,Dry,2022
0.88499999,145,3,Dry,2022
0.920000017,146,3,Dry,2022
0.709999979,182,3,Dry,2022
0.670000017,205,3,Dry,2022
0.670000017,206,3,Dry,2022
0.720000029,478,3,Dry,2022
0.74000001,479,3,Dry,2022
0.689999998,480,3,Dry,2022
0.829999983,481,3,Dry,2022
0.795000017,482,3,Dry,2022
0.670000017,123,3,Dry,2022
0.689999998,124,3,Dry,2022
0.779999971,125,3,Dry,2022
0.814999998,126,3,Dry,2022
0.720000029,127,3,Dry,2022
0.75999999,128,3,Dry,2022
0.709999979,129,3,Dry,2022
0.845000029,137,3,Dry,2022
0.88499999,138,3,Dry,2022
0.845000029,139,3,Dry,2022
0.810000002,154,3,Dry,2022
0.819999993,155,3,Dry,2022
0.899999976,275,3,Dry,2022
0.654999971,473,3,Dry,2022
0.824999988,2,3,Dry,2022
0.610000014,49,3,Dry,2022
0.595000029,50,3,Dry,2022
0.63499999,51,3,Dry,2022
0.654999971,216,3,Dry,2022
0.610000014,217,3,Dry,2022
0.569999993,218,3,Dry,2022
0.644999981,219,3,Dry,2022
0.714999974,307,3,Dry,2022
0.745000005,308,3,Dry,2022
0.764999986,309,3,Dry,2022
0.814999998,310,3,Dry,2022
0.620000005,32,3,Dry,2022
0.61500001,33,3,Dry,2022
0.545000017,34,3,Dry,2022
0.560000002,70,3,Dry,2022
0.605000019,71,3,Dry,2022
0.600000024,72,3,Dry,2022
0.61500001,73,3,Dry,2022
0.639999986,115,3,Dry,2022
0.600000024,116,3,Dry,2022
0.605000019,117,3,Dry,2022
0.605000019,118,3,Dry,2022
0.584999979,181,3,Dry,2022
0.540000021,233,3,Dry,2022
0.63499999,234,3,Dry,2022
0.665000021,235,3,Dry,2022
0.730000019,35,3,Dry,2022
0.720000029,36,3,Dry,2022
0.730000019,37,3,Dry,2022
0.694999993,38,3,Dry,2022
0.769999981,241,3,Dry,2022
0.644999981,245,3,Dry,2022
0.694999993,246,3,Dry,2022
0.670000017,247,3,Dry,2022
0.709999979,248,3,Dry,2022
0.665000021,249,3,Dry,2022
0.660000026,1,3,Dry,2022
0.649999976,243,3,Dry,2022
0.644999981,244,3,Dry,2022
0.63499999,263,3,Dry,2022
0.639999986,264,3,Dry,2022
0.670000017,265,3,Dry,2022
0.61500001,301,3,Dry,2022
0.584999979,302,3,Dry,2022
0.574999988,303,3,Dry,2022
0.474999994,166,3,Dry,2022
0.439999998,167,3,Dry,2022
0.550000012,194,3,Dry,2022
0.550000012,289,3,Dry,2022
0.519999981,474,3,Dry,2022
0.50999999,475,3,Dry,2022
0.479999989,476,3,Dry,2022
0.535000026,477,3,Dry,2022
0.479999989,483,3,Dry,2022
0.479999989,484,3,Dry,2022
0.414999992,485,3,Dry,2022
0.465000004,486,3,Dry,2022
0.589999974,487,3,Dry,2022
0.529999971,488,3,Dry,2022
0.49000001,489,3,Dry,2022
0.469999999,490,3,Dry,2022
0.535000026,227,3,Dry,2022
0.540000021,228,3,Dry,2022
0.595000029,229,3,Dry,2022
0.605000019,230,3,Dry,2022
0.485000014,231,3,Dry,2022
0.50999999,232,3,Dry,2022
0.540000021,384,3,Dry,2022
0.5,385,3,Dry,2022
0.444999993,516,3,Dry,2022
0.435000002,517,3,Dry,2022
0.449999988,518,3,Dry,2022
0.449999988,519,3,Dry,2022
0.540000021,520,3,Dry,2022
0.514999986,521,3,Dry,2022
0.595000029,522,3,Dry,2022
0.519999981,15,3,Dry,2022
0.574999988,293,3,Dry,2022
0.524999976,294,3,Dry,2022
0.409999996,295,3,Dry,2022
0.529999971,296,3,Dry,2022
0.395000011,297,3,Dry,2022
0.449999988,298,3,Dry,2022
0.430000007,299,3,Dry,2022
0.465000004,300,3,Dry,2022
0.5,373,3,Dry,2022
0.455000013,374,3,Dry,2022
0.504999995,375,3,Dry,2022
0.524999976,376,3,Dry,2022
0.540000021,406,3,Dry,2022
0.519999981,407,3,Dry,2022
0.564999998,408,3,Dry,2022
0.485000014,409,3,Dry,2022
0.469999999,410,3,Dry,2022
0.790000021,54,3,Dry,2022
0.670000017,207,3,Dry,2022
0.649999976,208,3,Dry,2022
0.685000002,209,3,Dry,2022
0.605000019,210,3,Dry,2022
0.725000024,491,3,Dry,2022
0.714999974,492,3,Dry,2022
0.75999999,493,3,Dry,2022
0.790000021,494,3,Dry,2022
0.730000019,501,3,Dry,2022
0.745000005,502,3,Dry,2022
0.800000012,503,3,Dry,2022
0.685000002,504,3,Dry,2022
0.774999976,505,3,Dry,2022
0.660000026,506,3,Dry,2022
0.795000017,507,3,Dry,2022
0.814999998,508,3,Dry,2022
0.75999999,509,3,Dry,2022
0.795000017,510,3,Dry,2022
0.579999983,74,3,Dry,2022
0.574999988,75,3,Dry,2022
0.660000026,254,3,Dry,2022
0.649999976,255,3,Dry,2022
0.625,402,3,Dry,2022
0.790000021,367,3,Dry,2022
0.769999981,368,3,Dry,2022
0.725000024,369,3,Dry,2022
0.689999998,386,3,Dry,2022
0.694999993,387,3,Dry,2022
0.75999999,553,3,Dry,2022
0.469999999,24,4,Dry,2022
0.435000002,25,4,Dry,2022
0.455000013,26,4,Dry,2022
0.465000004,27,4,Dry,2022
0.74000001,92,4,Dry,2022
0.460000008,93,4,Dry,2022
,94,4,Dry,2022
0.49000001,95,4,Dry,2022
0.639999986,96,4,Dry,2022
0.665000021,183,4,Dry,2022
0.665000021,184,4,Dry,2022
0.430000007,185,4,Dry,2022
0.704999983,186,4,Dry,2022
0.795000017,187,4,Dry,2022
0.479999989,188,4,Dry,2022
0.75,417,4,Dry,2022
0.694999993,418,4,Dry,2022
0.74000001,419,4,Dry,2022
0.629999995,420,4,Dry,2022
0.495000005,460,4,Dry,2022
0.5,461,4,Dry,2022
0.50999999,540,4,Dry,2022
0.600000024,541,4,Dry,2022
0.550000012,542,4,Dry,2022
0.63499999,192,4,Dry,2022
0.675000012,193,4,Dry,2022
0.639999986,267,4,Dry,2022
0.605000019,268,4,Dry,2022
0.584999979,551,4,Dry,2022
0.730000019,552,4,Dry,2022
0.680000007,421,4,Dry,2022
0.495000005,422,4,Dry,2022
0.504999995,423,4,Dry,2022
0.569999993,424,4,Dry,2022
0.595000029,425,4,Dry,2022
0.495000005,426,4,Dry,2022
0.439999998,427,4,Dry,2022
0.75,511,4,Dry,2022
0.605000019,512,4,Dry,2022
0.564999998,513,4,Dry,2022
0.735000014,514,4,Dry,2022
0.644999981,515,4,Dry,2022
0.555000007,3,4,Dry,2022
0.644999981,14,4,Dry,2022
0.560000002,40,4,Dry,2022
0.555000007,113,4,Dry,2022
0.595000029,114,4,Dry,2022
0.479999989,433,4,Dry,2022
0.629999995,434,4,Dry,2022
0.540000021,435,4,Dry,2022
0.61500001,462,4,Dry,2022
0.589999974,463,4,Dry,2022
0.605000019,464,4,Dry,2022
0.595000029,29,4,Dry,2022
0.595000029,30,4,Dry,2022
0.644999981,31,4,Dry,2022
0.595000029,39,4,Dry,2022
0.579999983,250,4,Dry,2022
0.605000019,251,4,Dry,2022
0.620000005,252,4,Dry,2022
0.644999981,253,4,Dry,2022
0.610000014,356,4,Dry,2022
0.625,357,4,Dry,2022
0.605000019,358,4,Dry,2022
0.584999979,359,4,Dry,2022
0.589999974,330,4,Dry,2022
0.524999976,331,4,Dry,2022
0.595000029,332,4,Dry,2022
0.584999979,333,4,Dry,2022
0.595000029,334,4,Dry,2022
0.524999976,335,4,Dry,2022
0.545000017,345,4,Dry,2022
0.584999979,346,4,Dry,2022
0.540000021,347,4,Dry,2022
0.535000026,348,4,Dry,2022
0.495000005,349,4,Dry,2022
0.569999993,350,4,Dry,2022
0.579999983,9,4,Dry,2022
0.49000001,195,4,Dry,2022
0.50999999,196,4,Dry,2022
0.545000017,197,4,Dry,2022
0.49000001,198,4,Dry,2022
0.50999999,199,4,Dry,2022
0.524999976,200,4,Dry,2022
0.474999994,201,4,Dry,2022
0.535000026,202,4,Dry,2022
0.555000007,311,4,Dry,2022
0.605000019,312,4,Dry,2022
0.569999993,313,4,Dry,2022
0.574999988,314,4,Dry,2022
0.61500001,315,4,Dry,2022
0.495000005,496,4,Dry,2022
0.49000001,497,4,Dry,2022
0.460000008,130,4,Dry,2022
0.550000012,161,4,Dry,2022
0.579999983,162,4,Dry,2022
0.709999979,163,4,Dry,2022
0.579999983,164,4,Dry,2022
0.720000029,165,4,Dry,2022
0.5,336,4,Dry,2022
0.5,337,4,Dry,2022
0.555000007,338,4,Dry,2022
0.519999981,339,4,Dry,2022
0.50999999,340,4,Dry,2022
0.589999974,370,4,Dry,2022
0.574999988,371,4,Dry,2022
0.584999979,372,4,Dry,2022
0.579999983,498,4,Dry,2022
0.555000007,499,4,Dry,2022
0.574999988,500,4,Dry,2022
0.61500001,147,4,Dry,2022
0.605000019,148,4,Dry,2022
0.550000012,149,4,Dry,2022
0.529999971,150,4,Dry,2022
0.610000014,151,4,Dry,2022
0.680000007,152,4,Dry,2022
0.540000021,153,4,Dry,2022
0.574999988,170,4,Dry,2022
0.639999986,381,4,Dry,2022
0.589999974,382,4,Dry,2022
0.660000026,383,4,Dry,2022
0.660000026,495,4,Dry,2022
0.625,526,4,Dry,2022
0.63499999,527,4,Dry,2022
0.629999995,528,4,Dry,2022
0.605000019,529,4,Dry,2022
0.569999993,530,4,Dry,2022
0.474999994,89,4,Dry,2022
0.479999989,90,4,Dry,2022
0.465000004,396,4,Dry,2022
0.474999994,397,4,Dry,2022
0.455000013,398,4,Dry,2022
0.465000004,399,4,Dry,2022
0.574999988,55,4,Dry,2022
0.479999989,220,4,Dry,2022
0.495000005,221,4,Dry,2022
0.460000008,222,4,Dry,2022
0.605000019,259,4,Dry,2022
0.625,260,4,Dry,2022
0.574999988,261,4,Dry,2022
0.540000021,262,4,Dry,2022
0.714999974,11,4,Dry,2022
0.485000014,178,4,Dry,2022
0.5,179,4,Dry,2022
0.474999994,180,4,Dry,2022
0.560000002,203,4,Dry,2022
0.605000019,211,4,Dry,2022
0.589999974,212,4,Dry,2022
0.595000029,213,4,Dry,2022
0.605000019,214,4,Dry,2022
0.605000019,189,4,Dry,2022
0.625,190,4,Dry,2022
0.625,191,4,Dry,2022
0.680000007,242,4,Dry,2022
0.564999998,257,4,Dry,2022
0.550000012,258,4,Dry,2022
0.519999981,304,4,Dry,2022
0.540000021,305,4,Dry,2022
0.569999993,306,4,Dry,2022
0.50999999,102,4,Dry,2022
0.479999989,103,4,Dry,2022
0.479999989,104,4,Dry,2022
0.460000008,105,4,Dry,2022
0.5,266,4,Dry,2022
0.479999989,450,4,Dry,2022
0.50999999,451,4,Dry,2022
0.49000001,276,4,Dry,2022
0.49000001,277,4,Dry,2022
0.439999998,278,4,Dry,2022
0.455000013,279,4,Dry,2022
0.50999999,280,4,Dry,2022
