fid,2021-01_ndvi,2021-02_ndvi,2021-03_ndvi,2021-04_ndvi,2021-05_ndvi,2021-06_ndvi,2021-07_ndvi,2021-08_ndvi,2021-09_ndvi,2021-10_ndvi,2021-11_ndvi,2021-12_ndvi,2022-01_ndvi,2022-02_ndvi,2022-03_ndvi,2022-04_ndvi,2022-05_ndvi,2022-06_ndvi,2022-07_ndvi,2022-08_ndvi,2022-09_ndvi,2022-10_ndvi,2022-11_ndvi,2022-12_ndvi,2023-01_ndvi,2023-02_ndvi,2023-03_ndvi,2023-04_ndvi,2023-05_ndvi,2023-06_ndvi,2023-07_ndvi,2023-08_ndvi,2023-09_ndvi,2023-10_ndvi,2023-11_ndvi,2023-12_ndvi,2024-01_ndvi,2024-02_ndvi,2024-03_ndvi,2024-04_ndvi,2024-05_ndvi,2024-06_ndvi,2024-07_ndvi,2024-08_ndvi,2024-09_ndvi,2024-10_ndvi,2024-11_ndvi,2024-12_ndvi
140,0.378020543,0.318344059,0.286619447,0.292255109,0.278711685,0.335674221,0.404761003,0.498435783,0.653581263,0.602630115,0.550039191,0.449484474,0.367463969,0.347270167,0.312084042,0.306292822,0.306833642,0.480889983,0.456860173,0.477106124,0.585377727,0.590675576,0.560180028,0.492538926,0.434961521,0.360262703,0.313458244,0.33231685,0.293304001,0.454214415,0.486642676,0.468635701,0.552781967,0.515546403,0.560065969,0.440073358,0.398122254,0.317936976,0.29552159,0.288964471,0.322131123,0.336167657,0.527163552,0.423739238,0.55390368,0.517943489,0.491636324,0.482203513
141,0.633120008,0.548098218,0.464516085,0.454194971,0.504259914,0.568910309,0.74377553,0.751047459,0.816107919,0.777017221,0.749456188,0.649563387,0.62161289,0.547304657,0.479615016,0.452380418,0.569221241,0.690512798,0.780205039,0.683293705,0.799078835,0.721161027,0.733161752,0.68022275,0.647065543,0.527976654,0.508542879,0.512581573,0.504220514,0.694349216,0.712670575,0.69695838,0.787971931,0.772815366,0.740741809,0.682009543,0.612348301,0.5511217,0.456480893,0.458483519,0.490884022,0.546399205,0.638527465,0.756069405,0.7442892,0.804805411,0.709109785,0.68390262
142,0.587413698,0.50310474,0.407307245,0.394255723,0.428375202,0.51012626,0.652250127,0.69649898,0.751095548,0.723662484,0.702510256,0.625319931,0.600127793,0.489969128,0.406865906,0.38956174,0.519765058,0.654815952,0.703918057,0.681204136,0.740382984,0.670653294,0.698812907,0.644546588,0.598527115,0.477739429,0.445339701,0.449282997,0.471200316,0.548382653,0.658267317,0.675102701,0.741572599,0.722952241,0.671088784,0.650260088,0.552133668,0.505991853,0.421798972,0.397333822,0.457599705,0.480791594,0.509815884,0.668799328,0.734618738,0.699880547,0.684372807,0.640838657
143,0.622627723,0.549908535,0.456808792,0.42909914,0.460472088,0.531061421,0.69163227,0.730933387,0.799352727,0.753417555,0.738641132,0.649139777,0.623704212,0.544788276,0.463225512,0.444982597,0.506136507,0.668300829,0.686810411,0.715531707,0.759100651,0.724076941,0.731317409,0.671060491,0.631624615,0.510195124,0.505357349,0.470183985,0.471765126,0.619401889,0.687168174,0.647128802,0.74533193,0.755068734,0.738851122,0.669186569,0.602721674,0.530776151,0.449276888,0.407265645,0.476795464,0.531446606,0.641942047,0.682965491,0.769910574,0.774670604,0.706405721,0.69822355
144,0.59165335,0.527846263,0.443710595,0.427327878,0.426098088,0.513511393,0.620821319,0.693642133,0.769656306,0.708612554,0.693732993,0.615360835,0.584192772,0.525114631,0.46343541,0.453698158,0.513407216,0.613917036,0.719177438,0.665582623,0.721948528,0.65696554,0.694164954,0.630314279,0.589630517,0.492720181,0.502119312,0.474029461,0.46198517,0.629079538,0.652573401,0.639900082,0.696446251,0.718468462,0.692685674,0.623176663,0.558558125,0.528311322,0.468232911,0.415896245,0.466187786,0.489030811,0.68550792,0.635404787,0.748606981,0.729189499,0.661865329,0.633905925
145,0.60522465,0.530155786,0.452053203,0.441853624,0.462853496,0.552634739,0.687812456,0.714525433,0.770987472,0.729018798,0.704607485,0.615162539,0.585069999,0.526518239,0.463837277,0.448516059,0.53575272,0.676144657,0.690394376,0.677381209,0.718365089,0.681174759,0.695271768,0.641682563,0.617909864,0.497201582,0.500462033,0.490821821,0.477758359,0.674332335,0.642798976,0.67263835,0.750776901,0.726307634,0.706030364,0.63469968,0.578738202,0.541563136,0.46796897,0.437051148,0.484639761,0.486751531,0.6784667,0.716519557,0.733352457,0.742107834,0.667758833,0.65529774
146,0.630322029,0.560472037,0.479224725,0.463654102,0.486989411,0.578150358,0.718705423,0.738656417,0.810732146,0.761271688,0.738084988,0.652829385,0.624821585,0.556152249,0.489683978,0.47657338,0.564241753,0.679376791,0.732397452,0.702908619,0.750641906,0.71228407,0.730360689,0.666263733,0.634548782,0.524899154,0.525679028,0.515031428,0.511503449,0.669872129,0.661203294,0.667283021,0.734968559,0.763441664,0.735228591,0.66720196,0.607025429,0.567654868,0.489491128,0.462163486,0.520201017,0.529251914,0.724589448,0.71846762,0.763848946,0.783951158,0.700566904,0.686457799
147,0.324526856,0.270710207,0.255564028,0.2477161,0.236921952,0.25354715,0.352172355,0.596472404,0.67817473,0.587982087,0.533219132,0.359666145,0.303845602,0.266279334,0.2392768,0.231714777,0.245371321,0.419223879,0.5630968,0.588693593,0.666459943,0.528366743,0.527307503,0.415772972,0.334688079,0.297215629,0.278509355,0.258647727,0.245768172,0.244141969,0.512750432,0.669337661,0.696145781,0.580831691,0.513186303,0.373376787,0.330947273,0.288907204,0.26768768,0.263391078,0.252265793,0.243074365,0.40792949,0.674694594,0.756542662,0.64900523,0.468056646,0.401088206
148,0.328870148,0.279214701,0.260649529,0.251812725,0.241397682,0.279807536,0.383028637,0.608361268,0.637111046,0.553050975,0.496988654,0.3785582,0.331909329,0.281265966,0.251483783,0.244301681,0.25075247,0.378447571,0.477521074,0.553227537,0.656364241,0.51094746,0.499925299,0.403316473,0.337636723,0.288068859,0.275808982,0.262562971,0.245722495,0.262592558,0.440616313,0.604489036,0.694809273,0.562907573,0.489817117,0.371436473,0.335434736,0.289597708,0.269303333,0.255795463,0.253892966,0.259605191,0.440738968,0.615150854,0.693047105,0.634462828,0.451890055,0.400527965
149,0.307486595,0.264922107,0.245303557,0.235004861,0.231822776,0.27768657,0.353914728,0.515149352,0.541718494,0.47134036,0.422602928,0.324536764,0.293820978,0.260473592,0.234602118,0.22996919,0.25397143,0.33507288,0.427908485,0.490630088,0.543915591,0.461231782,0.466721361,0.376290502,0.316426856,0.270389787,0.259222959,0.24779617,0.249435721,0.251159382,0.414059486,0.515943611,0.563042233,0.499765523,0.45243823,0.342874209,0.315831953,0.270577578,0.253199959,0.234627162,0.250894716,0.239000819,0.376725412,0.512274283,0.590022891,0.537587909,0.404019558,0.354029648
150,0.252366738,0.220518572,0.207099694,0.19510229,0.196930221,0.23339374,0.324043953,0.477298733,0.458050046,0.396307587,0.332957483,0.264282533,0.249113637,0.218500375,0.204418094,0.194643777,0.205396453,0.256670869,0.358624287,0.441229481,0.489317437,0.424415519,0.395871504,0.30730176,0.260623068,0.223678262,0.223009727,0.203499356,0.201820809,0.212649423,0.321566371,0.487471592,0.517934841,0.457040736,0.377222022,0.292119713,0.269980388,0.2306063,0.21860516,0.203755758,0.211785326,0.204724306,0.322898144,0.482763385,0.551233874,0.479790781,0.36204641,0.303974593
151,0.290486473,0.246919211,0.232911556,0.229606805,0.218183642,0.225294121,0.359631357,0.635983535,0.673492593,0.571863934,0.500503223,0.324022086,0.28762332,0.246145273,0.222648649,0.217472842,0.225326459,0.362154458,0.440239845,0.589311551,0.67559345,0.49093227,0.465729239,0.360400883,0.293206928,0.266284353,0.248484251,0.236528043,0.215905869,0.234883297,0.444586258,0.726591296,0.726457062,0.543965898,0.445954938,0.321909973,0.291623235,0.258495037,0.238547101,0.238684043,0.225771795,0.219929872,0.38798255,0.649705518,0.747893171,0.663221552,0.409452505,0.355825196
152,0.302817619,0.266907906,0.250977766,0.240908629,0.232988057,0.270033623,0.342129043,0.54258502,0.54917644,0.484371246,0.468009954,0.330554278,0.300675862,0.261946831,0.245107182,0.242982803,0.251031923,0.419936479,0.437617848,0.51000153,0.558234719,0.469382068,0.449951591,0.36228202,0.307638913,0.283617257,0.269833827,0.264821981,0.251871427,0.262719378,0.475149976,0.590191106,0.621068643,0.458607893,0.462152531,0.338772439,0.309011051,0.276632646,0.26708214,0.269633719,0.253241383,0.254033261,0.419946204,0.600901579,0.639349723,0.555707544,0.425220728,0.369210979
153,0.280348276,0.252180442,0.236106304,0.231687015,0.2253125,0.246969019,0.38412139,0.561308082,0.554628017,0.396187123,0.393069666,0.292485291,0.270415032,0.251180388,0.23641778,0.230754095,0.256886315,0.275727694,0.381498276,0.489135506,0.602416918,0.435955496,0.445331843,0.331182489,0.285209106,0.257301886,0.25640986,0.241095151,0.231210129,0.234286907,0.34526056,0.565021821,0.554869397,0.532987823,0.417500808,0.332934483,0.300982112,0.261390894,0.260759644,0.24773944,0.240188254,0.229702478,0.36719278,0.540214224,0.577053879,0.556148815,0.385480981,0.322616541
154,0.570552114,0.498526592,0.395110084,0.398462145,0.432937033,0.501439636,0.624396495,0.740717047,0.78707955,0.740099088,0.701296361,0.607717009,0.570818356,0.484421267,0.394094981,0.387396798,0.457980287,0.638742161,0.681907745,0.691173977,0.754740532,0.721344827,0.711539471,0.641255564,0.58650418,0.458341579,0.433080294,0.443277556,0.455116977,0.590930521,0.668759316,0.671754665,0.730361227,0.751440537,0.696933224,0.639091838,0.562769118,0.501010763,0.397103227,0.366044445,0.44617065,0.50647233,0.607837525,0.712863186,0.762373835,0.761436977,0.684095421,0.655511229
155,0.569389359,0.495518901,0.394549087,0.398792081,0.43581909,0.50285708,0.605426041,0.731140492,0.780626135,0.739134214,0.729660246,0.605363208,0.568842676,0.484890534,0.402135613,0.387915997,0.481224326,0.636460484,0.692297781,0.710400718,0.741450838,0.720801944,0.710902859,0.630732655,0.589273743,0.472398822,0.451216478,0.454530747,0.477389703,0.568630346,0.645706425,0.718528535,0.759993323,0.736875285,0.715195391,0.644620298,0.564801277,0.511562843,0.419200101,0.399632845,0.451408711,0.507704987,0.61512716,0.739417746,0.763288202,0.776650017,0.689068157,0.664366786
156,0.238840766,0.216643753,0.199178316,0.191825064,0.18990209,0.210345956,0.300504423,0.536358877,0.464507508,0.316853442,0.27444336,0.242375272,0.226046478,0.208133706,0.19679318,0.187632943,0.183597724,0.172401831,0.301296603,0.554593677,0.568184,0.317315318,0.301139651,0.256198743,0.236490525,0.21901882,0.206083946,0.198630963,0.187772693,0.242523017,0.318113096,0.47120371,0.529242771,0.299307466,0.246777587,0.223662845,0.213227179,0.195216703,0.187576821,0.177166151,0.172074206,0.171680911,0.403840815,0.459076526,0.507571308,0.390128479,0.252114611,0.234621598
157,0.217780412,0.199408248,0.188029367,0.182335808,0.179957653,0.213244447,0.255706084,0.550135464,0.451505814,0.269437982,0.241094617,0.22039027,0.207572724,0.191462401,0.184467167,0.176134434,0.174078426,0.164906093,0.297619768,0.580114394,0.604157377,0.29368168,0.280750938,0.23538612,0.224356476,0.206008372,0.196931685,0.196413738,0.180100055,0.196774665,0.273760991,0.442271025,0.471882075,0.266748011,0.218240979,0.196938325,0.192174829,0.17897694,0.174042032,0.168946641,0.163377612,0.172496932,0.359160091,0.470848015,0.382605544,0.315583418,0.227842527,0.208193723
158,0.269570772,0.245444124,0.227642773,0.21930291,0.2133227,0.241832239,0.359438729,0.629229692,0.554670179,0.35188461,0.307077425,0.274664927,0.252018348,0.231968108,0.218978111,0.207633859,0.201153949,0.225713705,0.318578139,0.664102945,0.66357756,0.332718788,0.32175142,0.276649008,0.25341925,0.235495893,0.223194631,0.214068384,0.202837831,0.288996028,0.443360588,0.596206487,0.604249497,0.298945892,0.260316699,0.238826321,0.229251151,0.211388022,0.201484482,0.192106388,0.184171373,0.181946123,0.489876305,0.423121209,0.590655727,0.492581623,0.258702127,0.25003064
159,0.465446782,0.355565437,0.310434873,0.341377513,0.33670729,0.479142624,0.682512568,0.747424456,0.820855376,0.729321266,0.663317162,0.511149369,0.393258316,0.304528069,0.286017013,0.303076825,0.329431018,0.580330811,0.679049138,0.73642302,0.775920108,0.740027265,0.660078072,0.55547695,0.447101021,0.338014634,0.296033281,0.324674109,0.320185778,0.56479832,0.707382613,0.742074015,0.841500726,0.745222561,0.658408848,0.522116428,0.380330359,0.301402389,0.285828582,0.292823971,0.34424445,0.423432121,0.564035069,0.65827779,0.816692787,0.740843339,0.63605888,0.529585595
160,0.487744498,0.375088384,0.329645051,0.368749441,0.369642581,0.519907846,0.728707188,0.759109174,0.826222338,0.737154851,0.68236589,0.548078557,0.4357989,0.33120465,0.300337535,0.329764037,0.396868521,0.659824662,0.721557245,0.753296219,0.784452333,0.756607014,0.676291835,0.58269287,0.472986541,0.325107975,0.331686232,0.383190045,0.380726089,0.634479962,0.714490833,0.768004397,0.848025536,0.748500461,0.652057645,0.523395121,0.364483734,0.293610062,0.29280951,0.299204244,0.367940681,0.507947278,0.595913681,0.70302654,0.816624021,0.73837735,0.652751611,0.56226305
161,0.22935788,0.212860331,0.204705183,0.204300905,0.200890472,0.206971674,0.263977493,0.400683611,0.378880231,0.287571291,0.266082107,0.222635241,0.218873598,0.203703919,0.196458887,0.192561487,0.192564639,0.283502978,0.334975827,0.464089298,0.448879866,0.332226965,0.321917024,0.267012236,0.238500443,0.21838563,0.213664388,0.213868025,0.211106885,0.204091293,0.299979476,0.430061194,0.483894247,0.390765197,0.334457137,0.261650575,0.243925725,0.217582598,0.214400449,0.212967779,0.208883126,0.197294385,0.299569535,0.413815922,0.453465005,0.400080837,0.286555495,0.263359342
162,0.203375996,0.188591222,0.187670366,0.188023115,0.189587771,0.185554974,0.213658315,0.372863397,0.359796614,0.314792088,0.275989514,0.215029132,0.192799009,0.184582569,0.188162714,0.187859989,0.185044962,0.208450782,0.336165229,0.394243677,0.394791803,0.297899235,0.290706088,0.252786914,0.21676607,0.20169917,0.196471256,0.196341957,0.190074077,0.18489333,0.244559529,0.394375487,0.429865018,0.356011497,0.30696406,0.230066344,0.215727979,0.200329088,0.194839988,0.189743556,0.20052425,0.190581089,0.280909962,0.4089912,0.446347305,0.378988564,0.279146001,0.239558225
163,0.252700655,0.218883956,0.216738562,0.20475012,0.20598438,0.23268763,0.267650437,0.395324659,0.403444932,0.34298624,0.306230156,0.27210351,0.251939135,0.222845387,0.216764566,0.211081686,0.205860296,0.253492308,0.326703774,0.394635728,0.442179206,0.341478904,0.338935277,0.288741366,0.267973697,0.23207889,0.223390496,0.219466251,0.206973442,0.223984314,0.249903816,0.43506526,0.46079127,0.350979243,0.3435873,0.286684739,0.268510166,0.236865003,0.231460473,0.205575329,0.225765304,0.226057,0.322414647,0.432664343,0.487555474,0.423387995,0.324186938,0.294971747
164,0.230767914,0.207209258,0.204681295,0.204029261,0.203065152,0.204974389,0.241125744,0.397011825,0.434529738,0.377044613,0.337657477,0.238009228,0.220753375,0.202950763,0.197658742,0.198270429,0.196696418,0.238491958,0.374720742,0.478756481,0.472990626,0.385224905,0.371080019,0.2895156,0.24367094,0.222084304,0.21621682,0.217159053,0.210683774,0.204243382,0.299744074,0.481222563,0.518010075,0.453704915,0.375707069,0.268833667,0.244694751,0.219222094,0.213886699,0.216017783,0.212686116,0.201123509,0.303023505,0.477705101,0.538027466,0.469401851,0.330470737,0.292587324
165,0.357860825,0.308660991,0.279108209,0.25997376,0.258633524,0.315389142,0.328080398,0.448197522,0.521082372,0.457396864,0.448496442,0.381739586,0.361577677,0.294126912,0.262315776,0.248130364,0.273774245,0.352878123,0.361723124,0.432661566,0.547659869,0.47904325,0.481009628,0.394257469,0.359996048,0.305519779,0.275467795,0.276802316,0.272563659,0.286624392,0.306980769,0.533586033,0.53696631,0.463316222,0.474784626,0.396112766,0.365937107,0.314738128,0.285782547,0.26255156,0.286932328,0.26502405,0.337410171,0.492654546,0.560546094,0.550994805,0.451204636,0.433663734
166,0.265706797,0.242157368,0.223616595,0.218806212,0.212478427,0.251109774,0.366260879,0.546281015,0.528115571,0.389093256,0.330979949,0.268323417,0.253687162,0.231984983,0.220393507,0.214220367,0.206561014,0.241052789,0.310415671,0.52258053,0.574269886,0.420249208,0.395461022,0.303892877,0.268647212,0.249926657,0.23307327,0.227371926,0.216956101,0.215791504,0.365474488,0.58481196,0.63660274,0.568156049,0.417668257,0.303427936,0.278947267,0.248055118,0.239480584,0.229871015,0.221093101,0.211207031,0.281496632,0.510648161,0.638236465,0.578423245,0.355359202,0.314652882
167,0.257624645,0.23625446,0.220046231,0.216348311,0.208818049,0.227856513,0.314820474,0.478128028,0.513645551,0.404622146,0.344564721,0.259059189,0.246855686,0.225576692,0.215172842,0.209828641,0.20082107,0.223997396,0.336119884,0.553733297,0.570578971,0.415535713,0.394632132,0.303415171,0.266539272,0.246739912,0.231992428,0.225137312,0.214757599,0.211486207,0.330533244,0.565047681,0.631546896,0.563734039,0.412328392,0.299244474,0.278141845,0.245265215,0.237239377,0.22772562,0.217670823,0.207822437,0.284109358,0.487433032,0.617989389,0.563988435,0.345364388,0.307469283
168,0.357980568,0.309386562,0.283502881,0.297365179,0.349894213,0.635301196,0.775437079,0.79787458,0.769476293,0.690467023,0.651462964,0.478975883,0.349653646,0.287300273,0.29396658,0.309568583,0.405260045,0.697825798,0.797193911,0.766662578,0.748529912,0.668113853,0.615167544,0.41503748,0.35943572,0.295209903,0.301875549,0.32231248,0.418892048,0.697426112,0.731793205,0.817202959,0.790497583,0.678564965,0.597085065,0.459553025,0.338292817,0.299162215,0.27739129,0.286178093,0.355318809,0.607721968,0.758396807,0.822704929,0.784097955,0.687037784,0.574885899,0.42136968
169,0.363698589,0.30917624,0.278403659,0.285781933,0.365875386,0.624460745,0.757279789,0.76594688,0.793367143,0.715653319,0.655363458,0.488604416,0.367803051,0.293064924,0.289398522,0.3078312,0.413268552,0.69154117,0.765463664,0.721807099,0.760160968,0.662080374,0.602335145,0.409562447,0.363168115,0.293222301,0.303552007,0.330279038,0.468597212,0.676691029,0.714309954,0.811679808,0.794721921,0.667740843,0.606571724,0.45912681,0.347367622,0.303776647,0.279775883,0.290990141,0.407477287,0.605490539,0.730417949,0.783003922,0.777064903,0.702508224,0.566071498,0.413598548
170,0.216146117,0.19857823,0.190345762,0.188534509,0.188415219,0.188377745,0.243759687,0.343901023,0.322082526,0.300343828,0.259366889,0.223099353,0.215508873,0.19349524,0.18999119,0.18376309,0.186081517,0.239222171,0.285809833,0.303645992,0.368983862,0.281318582,0.28497428,0.247650772,0.225351942,0.195974113,0.206852902,0.192803173,0.187079061,0.185383946,0.243100814,0.355838142,0.37331764,0.319359144,0.284122296,0.237982255,0.237813486,0.20675666,0.203562109,0.196583695,0.195396889,0.181673528,0.26319142,0.337865741,0.387882025,0.34584382,0.288332792,0.252595344
171,0.241915992,0.241657567,0.216556171,0.214956153,0.207997441,0.214938258,0.211669956,0.319855793,0.256164782,0.208964893,0.221870224,0.214011909,0.220449427,0.217980294,0.211595482,0.198327319,0.20347512,0.198829998,0.187032123,0.272270085,0.243147007,0.152775176,0.219303575,0.254278723,0.267274289,0.255367276,0.243791556,0.225183259,0.210344337,0.189508509,0.285584266,0.372936936,0.304972755,0.236820242,0.215117794,0.22237003,0.219228631,0.215447422,0.214811983,0.209082058,0.210345963,0.190722589,0.208961715,0.273424593,0.25208095,0.163595331,0.166470741,0.2150943
172,0.228781967,0.213706179,0.186909591,0.179761962,0.172872921,0.180661901,0.207989911,0.388192259,0.344326058,0.238816475,0.223634624,0.213604065,0.20404114,0.187170501,0.178172774,0.168516811,0.179047448,0.182221306,0.194882911,0.352734175,0.36494132,0.227240136,0.245277136,0.234090494,0.23867914,0.21873553,0.199682103,0.188336287,0.175887388,0.178128694,0.347944739,0.427343666,0.341249102,0.226345143,0.204828395,0.200116589,0.198351745,0.183971354,0.176402005,0.17241702,0.168990866,0.176342945,0.220794545,0.302343178,0.225918881,0.211084645,0.177279677,0.200907332
173,0.213328606,0.196546601,0.182212849,0.176464862,0.171939884,0.186487861,0.210939113,0.441552274,0.405985187,0.251627138,0.225611423,0.204116953,0.195895721,0.185117735,0.17909721,0.171871709,0.171989925,0.168200211,0.244746985,0.413706037,0.480303062,0.267463266,0.267866857,0.226863883,0.220303663,0.201843838,0.193420158,0.18629145,0.174302981,0.17864929,0.373529314,0.383966877,0.324623623,0.208978309,0.190220857,0.182266349,0.18370349,0.173454771,0.169545051,0.166183245,0.16151255,0.175279741,0.259007331,0.371188918,0.270288709,0.236850315,0.192043416,0.198102219
174,0.231345336,0.213222912,0.198860137,0.192289579,0.187004947,0.200918246,0.212503152,0.432771699,0.382977837,0.250745686,0.233875953,0.216461908,0.210426501,0.200538089,0.19402734,0.186594756,0.188165884,0.174850446,0.222276132,0.381333832,0.419570756,0.233080926,0.246469276,0.233822015,0.232463313,0.216246035,0.203572548,0.194440814,0.184086996,0.193947432,0.36109668,0.318672078,0.287592535,0.204402645,0.192630865,0.189247327,0.194208877,0.184610443,0.18124364,0.176070963,0.17522097,0.182793541,0.26188631,0.355707131,0.278990235,0.232760445,0.192850782,0.206474071
175,0.27704312,0.287847487,0.283285883,0.294253502,0.291344081,0.313112675,0.319683342,0.462472617,0.412007498,0.355502664,0.365190058,0.310494068,0.313912991,0.301414062,0.291045976,0.290095029,0.289621601,0.267430129,0.348772535,0.380198544,0.384790937,0.330159874,0.36194139,0.342458761,0.324325007,0.298125446,0.295608143,0.27985964,0.28691214,0.358520022,0.392465573,0.438873524,0.36486961,0.273806386,0.242214488,0.231926188,0.240996526,0.260786254,0.286732367,0.268420503,0.274333521,0.268301456,0.358624046,0.391660931,0.375867056,0.378248077,0.349897363,0.302543944
176,0.233824267,0.225206657,0.204777258,0.202200659,0.19133144,0.195119152,0.213096251,0.384285487,0.290013901,0.222762825,0.207824077,0.200946763,0.210917023,0.209232918,0.209494201,0.19419633,0.187899643,0.18177922,0.214041941,0.251141393,0.256370276,0.174749416,0.213312265,0.229866304,0.24643202,0.23346145,0.220613035,0.210156573,0.190919978,0.190537374,0.306367996,0.378494797,0.280253173,0.215126468,0.202595623,0.205685241,0.202201104,0.211832044,0.216391818,0.202458456,0.201024601,0.1848377,0.237578211,0.307724927,0.227461371,0.179072563,0.19825724,0.221760545
177,0.264811431,0.257225458,0.236607308,0.229681786,0.219657714,0.221572807,0.206495526,0.314866518,0.289776198,0.219512196,0.216667028,0.213805636,0.217701783,0.223430314,0.218632638,0.211521143,0.211858605,0.188372345,0.206046203,0.209877344,0.232138099,0.16216724,0.230821175,0.26357225,0.262563127,0.245406735,0.239264464,0.235298647,0.233381054,0.217428929,0.2849267,0.30323829,0.273356488,0.222055835,0.216300302,0.197911766,0.198511606,0.211304951,0.225582407,0.223932304,0.223060659,0.205965467,0.221927161,0.242416239,0.21038349,0.157883939,0.186140646,0.226047763
178,0.286824523,0.25320686,0.228802311,0.216942416,0.206599687,0.243805358,0.366230869,0.556358646,0.549767722,0.387411665,0.343043737,0.261777097,0.235871084,0.211980785,0.19837854,0.191003977,0.185037495,0.27102739,0.454766707,0.611170905,0.619115516,0.442363003,0.428254875,0.317082884,0.277600383,0.246893169,0.238614973,0.226273457,0.218582301,0.206058587,0.428964421,0.6398248,0.659147042,0.481325532,0.413557148,0.317093708,0.275809771,0.240479021,0.214767826,0.206354122,0.191246159,0.175438793,0.350541595,0.570502936,0.667640848,0.625673754,0.393348939,0.331678878
179,0.278646214,0.247927449,0.225258684,0.213208841,0.205899506,0.228445445,0.345141159,0.54223321,0.536512564,0.353737565,0.305874642,0.250015321,0.232761153,0.213413728,0.202620754,0.196393493,0.193566007,0.253468416,0.427989202,0.610596598,0.583984581,0.40207717,0.391647144,0.301160519,0.2658826,0.242791302,0.236773614,0.224157406,0.215488109,0.220584413,0.377672079,0.592360492,0.606464748,0.427753397,0.335882092,0.269808396,0.247930991,0.225185083,0.211386988,0.204204904,0.194015675,0.178140594,0.344788142,0.544703059,0.644207393,0.576356832,0.356566838,0.305307867
180,0.285078994,0.250518921,0.226003323,0.215800541,0.207379922,0.228458205,0.374121242,0.556148124,0.56774818,0.451402891,0.400521913,0.279617286,0.246810144,0.219104346,0.203208748,0.193540693,0.187263463,0.303275534,0.515659635,0.639749631,0.627106209,0.459164924,0.443100997,0.330431995,0.288841858,0.247397041,0.240145793,0.227348642,0.215911204,0.203591851,0.429217574,0.650912865,0.647886066,0.498268276,0.418646273,0.320551362,0.271968378,0.242056686,0.222503936,0.214497946,0.19788921,0.17852192,0.306018978,0.525764283,0.653519093,0.619054953,0.379250029,0.316562746
181,0.247980516,0.222251015,0.198119082,0.197594626,0.184616002,0.251320203,0.410602397,0.61088306,0.591900598,0.387303973,0.33519442,0.255908642,0.237103285,0.211432206,0.190302227,0.192707588,0.239185631,0.413532192,0.597495831,0.66947112,0.627870772,0.516018489,0.436286542,0.268216167,0.265585364,0.24201885,0.216206883,0.217889667,0.218158662,0.346164099,0.511369259,0.668847239,0.624467786,0.441156711,0.332932451,0.255724497,0.244189765,0.222888207,0.206063545,0.210228782,0.204610887,0.197634937,0.454092916,0.635971415,0.677372928,0.495728224,0.328708651,0.26762018
182,0.3716462,0.318182875,0.293078725,0.287731991,0.266499034,0.333409377,0.391845884,0.478528522,0.538813612,0.535402558,0.494851464,0.427626573,0.394205062,0.313779585,0.277181623,0.262473532,0.345079405,0.42497372,0.49324387,0.487963406,0.50359061,0.507494566,0.469709375,0.443255421,0.406942958,0.328327495,0.309107536,0.303896769,0.292713097,0.352249072,0.460106534,0.440886144,0.566878867,0.519339398,0.476293816,0.433572929,0.331262685,0.318872725,0.294299315,0.259739334,0.301855041,0.352064667,0.403594488,0.496202095,0.515268623,0.516618652,0.45541417,0.422681691
183,0.136951262,0.123261132,0.130668018,0.122799388,0.133625096,0.170461668,0.145507881,0.199112548,0.17830635,0.165507422,0.182138562,0.156102984,0.153383321,0.139084468,0.119758607,0.119183933,0.124588829,0.137916144,0.15296557,0.1830342,0.179840168,0.264268707,0.267085463,0.156692349,0.157492655,0.145068936,0.143441699,0.135005738,0.13001645,0.182276282,0.133642464,0.178601071,0.246784927,0.177028156,0.172118439,0.159244912,0.154212701,0.132693879,0.131371997,0.125896404,0.189700077,0.119345065,0.163320888,0.185849885,0.205623718,0.189669166,0.166259985,0.190457919
184,0.155330038,0.132750317,0.125425158,0.128264512,0.112106464,0.161938466,0.151914575,0.191916603,0.198557288,0.204482066,0.191917744,0.173326679,0.160087706,0.146466033,0.129910963,0.119846768,0.12604962,0.116397212,0.142235932,0.169538276,0.198495944,0.2877218,0.209064956,0.167842839,0.17825019,0.170093029,0.14112294,0.150170406,0.139181686,0.192020025,0.148266096,0.190628074,0.250465589,0.196689861,0.186626172,0.174357288,0.166338657,0.140000317,0.133572053,0.127640684,0.149016096,0.129131686,0.17188289,0.205148796,0.213492586,0.266821356,0.176908175,0.221185678
185,0.169257914,0.156402607,0.157408007,0.141218808,0.141580726,0.170068901,0.187516108,0.206698138,0.218017318,0.213851117,0.207776257,0.185156518,0.178556331,0.153764711,0.135097858,0.142021229,0.139811825,0.155055214,0.17683203,0.182234637,0.205564246,0.286201397,0.269088454,0.196981378,0.172597952,0.159230354,0.227118994,0.162058845,0.150071322,0.227210521,0.165203166,0.205820577,0.304992737,0.204675978,0.209567412,0.190800093,0.188503724,0.151167318,0.152753352,0.145970112,0.169995531,0.159665922,0.186751397,0.209267039,0.214410428,0.203970205,0.197377654,0.215818808
